Month,AUS_GDP_AUD,AUS_Turnover_eur,BRA_Produced_automotives,BRA_GDP_eur,BRA_Turnover_eur,CAN_GDP_USD,CAN_Turnover_eur,CHN_GDP_EUR,CHN_Turnover_eur,ESP_GDP_EUR,ESP_Turnover_eur,FRA_GDP_EUR,FRA_Turnover_eur,GBR_GDP_Pfund,GBR_Turnover_eur,GBR_Manufactoring_Production,GER_ifo_Geschaeftsklima,GER_ifo_Geschaeftslage,GER_ifo_Geschaeftserwartungen,GER_GDP_eur,GER_Turnover_eur,ITA_GDP_EUR,ITA_Turnover_eur,JP_Machine_orders_in_mil_Yen,JP_GDP_eur,JP_Turnover_eur,NED_Producer_confidence,NED_GDP_eur,NED_Turnover_eur,SWE_GDP_EUR,SWE_Turnover_eur,USA_GDP_USD,USA_Turnover_eur
01-Jan-2000,286832000000,997148.382347167,NaN,NaN,NaN,133500000000,211805.085232251,NaN,NaN,157400000000,1617084.25971653,362560000000,5201266.45275726,440090000000,3705712.07572889,-0.2,NaN,NaN,NaN,NaN,NaN,304110000000,2252648.70204785,NaN,NaN,NaN,NaN,NaN,NaN,68440000000,1695075.33063859,992600000000,4275445.9527428
01-Feb-2000,286832000000,1419504.48947261,NaN,NaN,NaN,133400000000,242560.803336536,NaN,NaN,157400000000,2050340.59260899,362560000000,5479397.869181,440090000000,3982642.29719347,0.2,NaN,NaN,NaN,NaN,NaN,304110000000,2889690.03142712,NaN,NaN,NaN,NaN,NaN,NaN,68440000000,1722811.75199616,999600000000,4433853.04685035
01-Mar-2000,286832000000,1581804.58342997,NaN,NaN,NaN,134100000000,239530.021704818,NaN,NaN,157400000000,1888240.41218772,362560000000,6326710.47991307,440090000000,4333203.99228033,-0.2,NaN,NaN,NaN,NaN,NaN,304110000000,3360556.64284349,NaN,NaN,NaN,NaN,NaN,NaN,68440000000,2101716.75508301,1009000000000,4277617.60959455
01-Apr-2000,289480000000,1254553.37691603,NaN,NaN,NaN,134600000000,518900.051752476,NaN,NaN,160230000000,1587076.38610673,367610000000,5335927.68872324,447480000000,3615389.94972014,1.6,NaN,NaN,NaN,NaN,NaN,308770000000,3108151.96161034,NaN,NaN,NaN,NaN,NaN,NaN,72340000000,1908211.1929897,1022000000000,3592345.4146331
01-May-2000,289480000000,1628676.76345398,NaN,NaN,NaN,134900000000,348716.985292376,NaN,NaN,160230000000,2027099.48569713,367610000000,6464081.69666922,447480000000,4032238.52802005,0.8,NaN,NaN,NaN,NaN,NaN,308770000000,3397599.23857089,NaN,NaN,NaN,NaN,NaN,NaN,72340000000,2374561.38905395,1023000000000,4239385.82638995
01-Jun-2000,289480000000,1831808.42707531,NaN,NaN,NaN,135400000000,194247.251337457,NaN,NaN,160230000000,2187115.82033397,367610000000,6771709.75135993,447480000000,4092696.87967246,1.1,NaN,NaN,NaN,NaN,NaN,308770000000,3320879.80865814,NaN,NaN,NaN,NaN,NaN,NaN,72340000000,2053462.50702029,1029000000000,4156067.34646225
01-Jul-2000,290041000000,1507173.72588263,NaN,NaN,NaN,135600000000,214708.579335341,NaN,NaN,163230000000,2441965.37441157,372140000000,6439686.15692444,449970000000,4446752.62664211,-0.4,NaN,NaN,NaN,NaN,NaN,311790000000,3940365.51290038,NaN,NaN,NaN,NaN,NaN,NaN,72290000000,1183732.62440294,1024000000000,3467986.9343024
01-Aug-2000,290041000000,1721713.34660646,NaN,NaN,NaN,135900000000,260071.866325728,NaN,NaN,163230000000,1321687.7494186,372140000000,4337013.41583684,449970000000,3924328.86677982,1.4,NaN,NaN,NaN,NaN,NaN,311790000000,1006904.97334072,NaN,NaN,NaN,NaN,NaN,NaN,72290000000,1959623.98220467,1034000000000,4066842.6438842
01-Sep-2000,290041000000,1236139.40733673,NaN,NaN,NaN,136000000000,274716.968713861,NaN,NaN,163230000000,1903978.63789379,372140000000,6505877.83846382,449970000000,3566997.73498117,0.3,NaN,NaN,NaN,NaN,NaN,311790000000,3055036.84323177,NaN,NaN,NaN,NaN,NaN,NaN,72290000000,1813785.30431078,1038000000000,4114957.87399325
01-Oct-2000,288954000000,1386661.64343265,NaN,NaN,NaN,136300000000,194297.480655093,NaN,NaN,166990000000,1975102.23361934,376980000000,6796369.76987038,460560000000,4183515.41641972,1.5,NaN,NaN,NaN,NaN,NaN,318540000000,4104217.27386375,NaN,NaN,NaN,NaN,NaN,NaN,70500000000,2026265.17517491,1044000000000,4319451.45930945
01-Nov-2000,288954000000,1575052.14521225,NaN,NaN,NaN,136300000000,221260.758020224,NaN,NaN,166990000000,2319936.15234433,376980000000,6363051.00095946,460560000000,4395706.48247212,0.5,NaN,NaN,NaN,NaN,NaN,318540000000,3473071.82964386,NaN,NaN,NaN,NaN,NaN,NaN,70500000000,2209308.79334323,1045000000000,3979578.8032501
01-Dec-2000,288954000000,1413033.07114553,NaN,NaN,NaN,136300000000,131688.335484044,NaN,NaN,166990000000,1464636.13174753,376980000000,5186072.05489558,460560000000,2882341.73396662,-0.4,NaN,NaN,NaN,NaN,NaN,318540000000,2695491.7596183,NaN,NaN,NaN,NaN,NaN,NaN,70500000000,1445396.89701658,1043000000000,3172207.12940195
01-Jan-2001,291890000000,1386847.47708642,NaN,NaN,NaN,136300000000,268453.440176232,NaN,NaN,170740000000,2358599.06830139,380670000000,6419163.32302422,582080000000,4112045.33051646,-3.7,NaN,NaN,NaN,NaN,NaN,322330000000,2886385.93158105,NaN,NaN,NaN,NaN,NaN,NaN,68080000000,2060588.48227814,1047000000000,3748408.1549812
01-Feb-2001,291890000000,1526064.07118732,NaN,NaN,NaN,136200000000,140783.360274237,NaN,NaN,170740000000,2127413.88391524,380670000000,6332053.67580809,582080000000,3969413.84383404,-1.8,NaN,NaN,NaN,NaN,NaN,322330000000,3559882.45754095,NaN,NaN,NaN,NaN,NaN,NaN,68080000000,1975872.71421389,1047000000000,3522619.58022885
01-Mar-2001,291890000000,1650946.7662245,NaN,NaN,NaN,136800000000,187583.310549397,NaN,NaN,170740000000,2267237.39759031,380670000000,6590103.46348968,582080000000,4775579.02245131,0.6,NaN,NaN,NaN,NaN,NaN,322330000000,3887492.51779979,NaN,NaN,NaN,NaN,NaN,NaN,68080000000,2050129.58170675,1048000000000,3822747.23942055
01-Apr-2001,294306000000,1207963.72609275,NaN,NaN,NaN,136700000000,189379.888229397,NaN,NaN,173290000000,1948890.48426213,383380000000,6110943.71596878,441620000000,3871069.93943376,2.3,NaN,NaN,NaN,NaN,NaN,324910000000,3165876.91938063,NaN,NaN,NaN,NaN,NaN,NaN,68230000000,1700560.7286528,1056000000000,3418201.216593
01-May-2001,294306000000,1646283.64053302,NaN,NaN,NaN,136400000000,193222.60320063,NaN,NaN,173290000000,2239335.92595892,383380000000,6348432.42946531,441620000000,4606453.80081038,0.4,NaN,NaN,NaN,NaN,NaN,324910000000,4438281.67083124,NaN,NaN,NaN,NaN,NaN,NaN,68230000000,2200549.38257818,1064000000000,3907981.1539462
01-Jun-2001,294306000000,1509898.33454098,NaN,NaN,NaN,136900000000,209632.468872347,NaN,NaN,173290000000,2440440.29417648,383380000000,7045858.32393968,441620000000,4251445.61868093,1.6,NaN,NaN,NaN,NaN,NaN,324910000000,3844647.15866016,NaN,NaN,NaN,NaN,NaN,NaN,68230000000,2056012.78661453,1059000000000,3784430.37655045
01-Jul-2001,297867000000,1506992.28778898,NaN,NaN,NaN,136200000000,88273.1076150429,NaN,NaN,176930000000,2394997.72068112,386520000000,7282761.14955511,464580000000,4356941.88160968,0.1,NaN,NaN,NaN,NaN,NaN,326860000000,3892573.53287007,NaN,NaN,NaN,NaN,NaN,NaN,66060000000,1517048.40359654,1058000000000,3675322.90393475
01-Aug-2001,297867000000,2162964.98010587,NaN,NaN,NaN,136800000000,0,NaN,NaN,176930000000,1790775.94370723,386520000000,4779485.59454847,464580000000,4075255.30091592,2.5,NaN,NaN,NaN,NaN,NaN,326860000000,1761903.79515123,NaN,NaN,NaN,NaN,NaN,NaN,66060000000,1914176.26072781,1069000000000,4107616.323251
01-Sep-2001,297867000000,1732404.46272512,NaN,NaN,NaN,137700000000,0,NaN,NaN,176930000000,2111827.64479168,386520000000,5910530.33933313,464580000000,3531466.76487584,-0.3,NaN,NaN,NaN,NaN,NaN,326860000000,3473880.49883062,NaN,NaN,NaN,NaN,NaN,NaN,66060000000,2106096.88484429,1051000000000,3466129.5312068
01-Oct-2001,301437000000,1854631.85975959,NaN,NaN,NaN,137500000000,0,NaN,NaN,180040000000,2659791.69881223,388760000000,7462249.42515416,461960000000,4129064.28742135,0,NaN,NaN,NaN,NaN,NaN,329580000000,3857036.05665674,NaN,NaN,NaN,NaN,NaN,NaN,66880000000,2131325.39008973,1064000000000,3884825.719328
01-Nov-2001,301437000000,1769564.24634579,NaN,NaN,NaN,139000000000,0,NaN,NaN,180040000000,2119894.94472652,388760000000,5462952.22458513,461960000000,4434110.29716855,0.9,NaN,NaN,NaN,NaN,NaN,329580000000,3746167.50346439,NaN,NaN,NaN,NaN,NaN,NaN,66880000000,2066074.2556393,1059000000000,3512276.0376072
01-Dec-2001,301437000000,1292690.65963953,NaN,NaN,NaN,139800000000,0,NaN,NaN,180040000000,1485691.32390619,388760000000,4796416.12756249,461960000000,3086768.21450335,0.9,NaN,NaN,NaN,NaN,NaN,329580000000,3131608.37607025,NaN,NaN,NaN,NaN,NaN,NaN,66880000000,1338425.36812186,1075000000000,2909136.9329054
01-Jan-2002,303715000000,1628926.75694323,NaN,NaN,NaN,139600000000,0,NaN,NaN,182750000000,2488750.7596627,392400000000,6146474.45889646,464730000000,4173127.80212656,1.2,NaN,NaN,NaN,NaN,NaN,332980000000,3162922.2256,NaN,NaN,NaN,NaN,NaN,NaN,69180000000,1957066.94636544,1079000000000,3686051.14594646
01-Feb-2002,303715000000,1738871.93414703,NaN,NaN,NaN,140600000000,0,NaN,NaN,182750000000,2252596.9536,392400000000,5685614.25692,464730000000,4146678.17673901,0.7,NaN,NaN,NaN,NaN,NaN,332980000000,3347893.9706,NaN,NaN,NaN,NaN,NaN,NaN,69180000000,1831811.1459469,1075000000000,3435738.77669849
01-Mar-2002,303715000000,1621523.46825389,NaN,NaN,NaN,140800000000,0,NaN,NaN,182750000000,2099757.3492,392400000000,6234595.94368,464730000000,4115250.13705806,2.1,NaN,NaN,NaN,NaN,NaN,332980000000,3622332.2146,NaN,NaN,NaN,NaN,NaN,NaN,69180000000,2021242.85316818,1082000000000,3551607.42877901
01-Apr-2002,308796000000,1859609.02044124,NaN,NaN,NaN,141000000000,0,NaN,NaN,186170000000,2769645.9336,395670000000,6826065.7426,474370000000,3886568.09925901,-4.7,NaN,NaN,NaN,NaN,NaN,335980000000,3664244.881,NaN,NaN,NaN,NaN,NaN,NaN,70540000000,2014222.0697283,1087000000000,3707094.14193117
01-May-2002,308796000000,2172254.13372608,NaN,NaN,NaN,141500000000,0,NaN,NaN,186170000000,2932121.094,395670000000,5720909.1966,474370000000,4834244.15194387,1.4,NaN,NaN,NaN,NaN,NaN,335980000000,3955358.4148,NaN,NaN,NaN,NaN,NaN,NaN,70540000000,2126079.43578876,1088000000000,4083805.11776395
01-Jun-2002,308796000000,1727850.85433558,NaN,NaN,NaN,142100000000,0,NaN,NaN,186170000000,2936353.4592,395670000000,7006802.3766,474370000000,3523821.88330817,-5.4,NaN,NaN,NaN,NaN,NaN,335980000000,4406099.7324,NaN,NaN,NaN,NaN,NaN,NaN,70540000000,2025838.49911363,1094000000000,3772959.00856201
01-Jul-2002,309875000000,2182542.79885475,NaN,NaN,NaN,141700000000,0,NaN,NaN,188930000000,3043496.526,399060000000,7681856.7904,469970000000,4789310.21118799,1.8,NaN,NaN,NaN,NaN,NaN,339630000000,5174790.7294,NaN,NaN,NaN,NaN,NaN,NaN,70500000000,1343273.05810307,1101000000000,4228889.40882702
01-Aug-2002,309875000000,2224449.51274888,NaN,NaN,NaN,142600000000,0,NaN,NaN,188930000000,1923074.9328,399060000000,4627690.1138,469970000000,4011792.77638907,-1.1,NaN,NaN,NaN,NaN,NaN,339630000000,1439774.6512,NaN,NaN,NaN,NaN,NaN,NaN,70500000000,2039906.77470129,1096000000000,4483620.2814701
01-Sep-2002,309875000000,1850218.24671734,NaN,NaN,NaN,142500000000,0,NaN,NaN,188930000000,2907605.8452,399060000000,6072954.68,469970000000,4081146.12203063,0.5,NaN,NaN,NaN,NaN,NaN,339630000000,4363823.8966,NaN,NaN,NaN,NaN,NaN,NaN,70500000000,2071854.90358856,1101000000000,3888425.66300101
01-Oct-2002,312152000000,2514070.06598259,NaN,NaN,NaN,142100000000,0,NaN,NaN,191700000000,3039839.166,401420000000,6849270.922,471740000000,4267256.09998698,-3.1,NaN,NaN,NaN,NaN,NaN,341160000000,4426134.0774,NaN,NaN,NaN,NaN,NaN,NaN,72040000000,2376589.36018775,1101000000000,4417233.98373478
01-Nov-2002,312152000000,1753184.75368798,NaN,NaN,NaN,142800000000,0,NaN,NaN,191700000000,2524171.692,401420000000,5703555.7592,471740000000,4495466.07269418,0.2,NaN,NaN,NaN,NaN,NaN,341160000000,3907819.7986,NaN,NaN,NaN,NaN,NaN,NaN,72040000000,1993442.32086182,1106000000000,3458782.59471334
01-Dec-2002,312152000000,1923009.24800333,NaN,NaN,NaN,143200000000,0,NaN,NaN,191700000000,2416334.55,401420000000,5540199.6832,471740000000,3071377.04176442,0.4,NaN,NaN,NaN,NaN,NaN,341160000000,3260171.8434,NaN,NaN,NaN,NaN,NaN,NaN,72040000000,1569223.1640999,1114000000000,3447057.29420748
01-Jan-2003,312462000000,1619390.34967806,NaN,NaN,NaN,143000000000,174344.329625477,NaN,NaN,195380000000,2536151.51146409,403210000000,6223960.64837856,477750000000,5112074.96550083,0.6,NaN,NaN,NaN,NaN,NaN,343610000000,3504327.83814341,NaN,NaN,NaN,NaN,NaN,NaN,72820000000,1975695.36870048,1115000000000,4130647.7483851
01-Feb-2003,312462000000,1881937.36819841,NaN,NaN,NaN,142600000000,236243.622761246,NaN,NaN,195380000000,2663508.69233525,403210000000,6704639.69378159,477750000000,4242645.26902113,2.4,NaN,NaN,NaN,NaN,NaN,343610000000,3870298.8726337,NaN,NaN,NaN,NaN,NaN,NaN,72820000000,2007063.86096832,1122000000000,3773817.76219381
01-Mar-2003,312462000000,1557810.55844228,NaN,NaN,NaN,143000000000,352981.133790385,NaN,NaN,195380000000,2848301.22476333,403210000000,6851151.05020554,477750000000,4762001.51651357,2.2,NaN,NaN,NaN,NaN,NaN,343610000000,5514944.5403138,NaN,NaN,NaN,NaN,NaN,NaN,72820000000,2306194.69642491,1118000000000,4048071.56521121
01-Apr-2003,313509000000,2030260.25587524,NaN,NaN,NaN,143400000000,188062.926124569,NaN,NaN,199290000000,3062300.51132949,404640000000,6840507.75510554,459900000000,4609746.71871243,0.4,NaN,NaN,NaN,NaN,NaN,347030000000,4592958.19893223,NaN,NaN,NaN,NaN,NaN,NaN,72570000000,2049258.17411121,1126000000000,4130252.62120937
01-May-2003,313509000000,1837839.38143226,NaN,NaN,NaN,144100000000,248134.371187642,NaN,NaN,199290000000,2660256.04928849,404640000000,5792411.71542844,459900000000,4788196.07402905,1,NaN,NaN,NaN,NaN,NaN,347030000000,5168286.33418962,NaN,NaN,NaN,NaN,NaN,NaN,72570000000,2133839.62859988,1127000000000,4119485.45350743
01-Jun-2003,313509000000,2229378.15868192,NaN,NaN,NaN,142700000000,344894.601591889,NaN,NaN,199290000000,2500591.70734585,404640000000,6995980.26066833,459900000000,4378783.73888834,1.4,NaN,NaN,NaN,NaN,NaN,347030000000,4545442.94325445,NaN,NaN,NaN,NaN,NaN,NaN,72570000000,2235366.89750546,1140000000000,3756545.9702633
01-Jul-2003,318795000000,2309956.38936374,NaN,NaN,NaN,144500000000,223350.495883009,NaN,NaN,202010000000,4123300.72479707,409640000000,7138819.82354263,443810000000,5508269.75938617,1.4,NaN,NaN,NaN,NaN,NaN,352080000000,5842247.69333185,NaN,NaN,NaN,NaN,NaN,NaN,73890000000,1260226.74997619,1147000000000,3995294.98610706
01-Aug-2003,318795000000,1911577.92067271,NaN,NaN,NaN,145100000000,378738.0802681,NaN,NaN,202010000000,1951475.34074732,409640000000,4265011.11868242,443810000000,4007396.25623089,0.2,NaN,NaN,NaN,NaN,NaN,352080000000,2425582.53327042,NaN,NaN,NaN,NaN,NaN,NaN,73890000000,1859331.38593619,1157000000000,4034872.28278843
01-Sep-2003,318795000000,2158973.64865071,NaN,NaN,NaN,145300000000,753297.385273449,NaN,NaN,202010000000,2985289.14794078,409640000000,6554187.75613371,443810000000,4434156.52667096,-0.4,NaN,NaN,NaN,NaN,NaN,352080000000,5399045.5155422,NaN,NaN,NaN,NaN,NaN,NaN,73890000000,2211272.7401759,1167000000000,3937987.06536953
01-Oct-2003,324094000000,2085166.86884749,NaN,NaN,NaN,145900000000,790086.732837955,NaN,NaN,205580000000,3199198.76279088,414330000000,6610859.39344602,452880000000,5652874.42040399,2.3,NaN,NaN,NaN,NaN,NaN,352620000000,4887002.98312277,NaN,NaN,NaN,NaN,NaN,NaN,75750000000,2197877.43290253,1170000000000,4570696.23779636
01-Nov-2003,324094000000,1841933.72614458,NaN,NaN,NaN,146100000000,841085.058304338,NaN,NaN,205580000000,2775212.71964749,414330000000,5741963.66457295,452880000000,4381383.85010809,-3.1,NaN,NaN,NaN,NaN,NaN,352620000000,5273082.76488045,NaN,NaN,NaN,NaN,NaN,NaN,75750000000,2166416.23788944,1178000000000,4109861.54948855
01-Dec-2003,324094000000,2288171.24707577,NaN,NaN,NaN,146000000000,693674.146220661,NaN,NaN,205580000000,2983426.21068922,414330000000,5633012.0186255,452880000000,3487500.47738006,-3.9,NaN,NaN,NaN,NaN,NaN,352620000000,3753953.73126994,NaN,NaN,NaN,NaN,NaN,NaN,75750000000,1739186.26236222,1183000000000,4070747.91261165
01-Jan-2004,326766000000,1624491.19029965,NaN,NaN,NaN,147400000000,593856.830184271,NaN,NaN,209190000000,2612926.49432912,419680000000,6552055.25171836,461060000000,5157583.19814449,-3.2,NaN,NaN,NaN,NaN,NaN,357310000000,3808974.10297108,NaN,NaN,NaN,NaN,NaN,NaN,75400000000,1749539.4697654,1181000000000,4267343.73633187
01-Feb-2004,326766000000,1831777.64702275,NaN,NaN,NaN,147700000000,982514.982704772,NaN,NaN,209190000000,3094973.59180368,419680000000,6254526.70533163,461060000000,4786975.49158152,0.5,NaN,NaN,NaN,NaN,NaN,357310000000,4536999.0421433,NaN,NaN,NaN,NaN,NaN,NaN,75400000000,2203033.12449574,1192000000000,4103154.07819516
01-Mar-2004,326766000000,1989600.09127681,NaN,NaN,NaN,147900000000,1123834.26339137,NaN,NaN,209190000000,3671375.67977694,419680000000,7534025.87626138,461060000000,5158554.25789617,0.8,NaN,NaN,NaN,NaN,NaN,357310000000,5104521.04434635,NaN,NaN,NaN,NaN,NaN,NaN,75400000000,2460904.07486099,1203000000000,4947235.50403665
01-Apr-2004,328957000000,1797604.43984534,NaN,NaN,NaN,148600000000,1024357.84094963,NaN,NaN,212370000000,2845126.49320758,423500000000,6215874.60617908,476440000000,4594243.60059381,0.8,NaN,NaN,NaN,NaN,NaN,363140000000,5084861.13559652,NaN,NaN,NaN,NaN,NaN,NaN,76310000000,2334377.67372268,1203000000000,4549208.14617961
01-May-2004,328957000000,1742185.20689411,NaN,NaN,NaN,148800000000,1013084.8267918,NaN,NaN,212370000000,2988464.9379168,423500000000,6513996.35484686,476440000000,4094922.37026548,1.6,NaN,NaN,NaN,NaN,NaN,363140000000,5198802.18870408,NaN,NaN,NaN,NaN,NaN,NaN,76310000000,2510871.50266445,1217000000000,4317551.20594064
01-Jun-2004,328957000000,1637558.56814669,NaN,NaN,NaN,149400000000,1512625.02152378,NaN,NaN,212370000000,3923690.83800501,423500000000,8226940.52670867,476440000000,5309874.10201468,1.8,NaN,NaN,NaN,NaN,NaN,363140000000,5792492.15347201,NaN,NaN,NaN,NaN,NaN,NaN,76310000000,2669398.72313318,1213000000000,4607070.62572851
01-Jul-2004,331446000000,1430874.51054874,NaN,NaN,NaN,149800000000,556032.389890011,NaN,NaN,216520000000,3615500.3808752,426350000000,7331113.9966765,494140000000,4861637.29413669,-0.7,NaN,NaN,NaN,NaN,NaN,362940000000,5816206.26540113,NaN,NaN,NaN,NaN,NaN,NaN,77240000000,1433821.63685914,1228000000000,4553668.03790484
01-Aug-2004,331446000000,1835152.52319168,NaN,NaN,NaN,149900000000,799068.801950225,NaN,NaN,216520000000,2454164.80846088,426350000000,4875042.34730679,494140000000,4380371.46453271,0.4,NaN,NaN,NaN,NaN,NaN,362940000000,2599957.37912955,NaN,NaN,NaN,NaN,NaN,NaN,77240000000,1961157.39958656,1230000000000,4874591.87958557
01-Sep-2004,331446000000,1667428.65457344,NaN,NaN,NaN,150400000000,455407.769190606,NaN,NaN,216520000000,3447856.1382189,426350000000,6968543.26092278,494140000000,5547184.32382605,0.8,NaN,NaN,NaN,NaN,NaN,362940000000,6120905.57287743,NaN,NaN,NaN,NaN,NaN,NaN,77240000000,2503445.71311744,1233000000000,4647002.46771033
01-Oct-2004,334004000000,2034500.80620019,NaN,NaN,NaN,150400000000,594072.748863138,NaN,NaN,221360000000,3171599.92542395,431940000000,6985123.62308688,492700000000,5151469.25502339,2.2,NaN,NaN,NaN,NaN,NaN,366760000000,5190345.93423924,NaN,NaN,NaN,NaN,NaN,NaN,78720000000,2181252.98390457,1246000000000,4851425.36729282
01-Nov-2004,334004000000,1981614.9871415,NaN,NaN,NaN,151200000000,879350.955520914,NaN,NaN,221360000000,3342750.71438604,431940000000,6801068.16136748,492700000000,4745287.29569394,0.8,NaN,NaN,NaN,NaN,NaN,366760000000,5255251.01289141,NaN,NaN,NaN,NaN,NaN,NaN,78720000000,2385777.00259046,1251000000000,4818129.12649553
01-Dec-2004,334004000000,1717044.90674957,NaN,NaN,NaN,151300000000,1109439.69991395,NaN,NaN,221360000000,3060404.88065226,431940000000,6703241.67547601,492700000000,3771333.36317796,-2.4,NaN,NaN,NaN,NaN,NaN,366760000000,3860882.19726386,NaN,NaN,NaN,NaN,NaN,NaN,78720000000,2097111.67753114,1259000000000,3934675.1762871
01-Jan-2005,336632000000,1333407.9834591,155533,183005225124,132768.03,150800000000,1168285.40152892,NaN,NaN,224810000000,2893131.9671022,435080000000,6701617.71744431,482580000000,5022455.38641514,-2.6,92.1,87.4,97.2,565450000000,45176529.4156,367220000000,4401163.79829829,NaN,947.77302,9807964.22964,NaN,134850000000,2602525.341,78550000000,1794579.2171113,1274000000000,4854637.12548072
01-Feb-2005,336632000000,1517424.7204512,176760,183005225124,134287.75,151900000000,1232480.88784556,NaN,NaN,224810000000,3044065.34155778,435080000000,6576073.43760762,482580000000,4834154.91864638,-2.4,92,88.1,96.1,565450000000,40134865.3508,367220000000,5431066.80417634,NaN,947.77302,11043960.39212,NaN,134850000000,2595693.7074,78550000000,2436018.59775053,1274000000000,4366818.14398653
01-Mar-2005,336632000000,1569009.05297242,211944,183005225124,155632.43,152600000000,1192668.05622765,NaN,NaN,224810000000,3886117.33054994,435080000000,7533907.70068461,482580000000,4709610.26952219,-3.3,90.2,86,94.5,565450000000,43257770.5868,367220000000,5875407.79367347,NaN,947.77302,10420280.57792,NaN,134850000000,2499243.6108,78550000000,2635226.5252992,1280000000000,4834743.33428956
01-Apr-2005,338140000000,1729650.82822118,197607,181565814567,150611.32,153000000000,1613138.84165154,NaN,NaN,229430000000,3827071.33642489,438510000000,6898396.19530557,488480000000,5194372.08918322,5.3,90,86.4,93.7,569180000000,41489052.6666,370910000000,5234356.22092443,2165754.61516,959.95201,11385394.56588,NaN,136570000000,2644971.5694,78160000000,2444893.73710848,1284000000000,4856597.65908933
01-May-2005,338140000000,1835817.6043013,207369,181565814567,152873.07,153400000000,1669820.50489408,NaN,NaN,229430000000,3631186.8264,438510000000,6479106.8576,488480000000,4729806.93000668,0.1,89.4,86.3,92.5,569180000000,39198653.1794,370910000000,5752927.3076,2069603.92866,959.95201,10726801.88256,NaN,136570000000,2646214.5696,78160000000,2611400.82635333,1287000000000,4831159.33434523
01-Jun-2005,338140000000,1468784.69207501,213767,181565814567,172058.12,154000000000,1707158.44982266,439355738861.457,20891.988222,229430000000,4125698.2956,438510000000,8109035.181,488480000000,5260699.87897744,1.1,89.5,85.9,93.2,569180000000,46263253.3242,370910000000,6551776.0926,2019867.5092,959.95201,11279981.63788,NaN,136570000000,2673982.9314,78160000000,2738483.49233894,1301000000000,5381512.75557337
